"1","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Murkowski","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Tshibaka","Blank","Overvote"
"2","","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Overvote","Tshibaka","Tshibaka","Tshibaka","Tshibaka","","Chesbro","Chesbro","Chesbro","Chesbro","Kelley","Kelley","Kelley","Kelley","Murkowski","Murkowski","Murkowski","Murkowski","Overvote","",""
"3","","","Murkowski","Overvote","Tshibaka","","Kelley","Overvote","Tshibaka","","","Kelley","Murkowski","Overvote","","","Murkowski","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Murkowski","Overvote","","","Kelley","Overvote","Tshibaka","","Chesbro","Overvote","Tshibaka","","","Chesbro","Kelley","Overvote","","","Kelley","Murkowski","Overvote","","Chesbro","Murkowski","Overvote","","Chesbro","Kelley","Overvote","","",""
"District 3  - Question","8","0","0","0","3","15","5","0","2","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","1","0","36","26","15","0","11","1","3","0","2","0","5","2","4","0","31","0","1","1","0","17","1","8","0","7","2","3","0","0","2","1"
"District 30 - Early Voting - 1","5","1","1","0","1","11","7","0","2","0","0","1","1","0","9","1","0","0","0","1","0","0","2","0","7","3","8","0","66","58","35","0","3","9","10","0","7","0","14","2","9","0","186","1","4","1","0","121","23","42","0","11","1","15","0","0","2","1"
"District 30 - Early Voting - 2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","5","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0"
"District 30 - Question - 1","2","1","0","0","0","5","1","0","1","0","0","1","0","0","4","0","2","0","0","0","0","0","1","0","1","4","5","0","15","6","4","0","1","0","3","0","4","0","2","0","4","0","59","1","0","0","0","14","10","23","0","4","0","6","0","0","2","2"
"District 30 - Question - 2","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","5","3","0","0","0","0","1","0","1","0","0","0","1","0","12","0","0","0","0","4","3","7","0","1","0","2","0","0","0","0"
"District 31 - Absentee","21","0","4","0","2","66","9","0","11","0","1","3","1","0","5","0","1","0","1","1","1","1","1","1","3","1","4","0","175","114","56","0","13","6","16","0","8","2","14","9","16","0","88","1","8","3","0","59","19","29","0","13","5","3","0","1","6","1"
"District 31 - Early Voting","31","0","5","0","2","74","35","0","7","0","0","3","3","0","2","2","1","0","2","0","1","0","0","0","4","3","3","0","173","173","91","0","20","7","21","0","6","0","16","14","17","0","116","0","5","2","0","70","24","21","0","29","10","23","0","2","1","2"
"District 31  - Question","8","0","0","0","2","6","1","0","3","0","0","0","1","0","3","0","0","0","2","1","1","0","0","0","0","0","3","0","17","6","14","0","1","2","3","0","2","2","2","4","3","0","16","1","0","0","0","9","2","5","0","2","2","5","1","0","3","1"
"District 32 - Absentee","11","0","2","0","2","28","15","0","10","1","2","0","0","0","6","1","1","0","1","3","0","0","5","0","3","3","4","0","53","57","29","0","9","2","4","0","6","0","5","5","9","0","68","0","3","2","0","67","15","26","0","9","0","11","0","0","7","3"
"District 32 - Early Voting","14","0","1","0","5","21","3","0","2","0","1","1","0","0","2","1","0","0","0","0","2","0","2","0","1","1","0","0","55","70","28","0","2","7","7","0","4","0","5","3","3","0","81","2","3","1","0","58","10","26","0","11","1","9","0","0","10","0"
"District 32  - Question","0","1","1","0","3","1","0","0","2","0","0","0","0","0","1","0","0","0","0","1","1","0","2","0","4","3","3","0","9","2","6","0","1","1","3","0","3","0","0","4","4","0","16","0","6","0","0","15","3","9","0","2","2","3","0","0","0","0"
"District 33 - Absentee","20","1","3","0","2","57","13","1","4","1","1","0","0","0","18","1","3","0","4","4","2","0","3","0","10","3","15","0","72","70","30","0","14","4","10","0","8","0","7","1","14","0","152","1","7","0","0","100","15","53","0","17","0","15","0","0","5","3"
"District 33 - Early Voting","8","0","2","0","0","23","11","0","3","0","0","3","0","0","18","0","2","0","2","0","2","0","4","0","12","2","3","0","74","60","43","0","3","5","14","0","6","0","12","3","10","1","118","1","1","0","0","97","32","33","0","13","2","22","0","0","16","3"
"District 33  - Question","7","0","2","0","1","3","1","0","0","0","0","0","1","0","9","0","2","0","1","0","0","0","2","0","2","1","2","0","14","3","8","0","1","0","0","0","4","0","4","1","4","0","27","0","1","0","0","25","4","14","0","3","0","8","0","0","2","4"
"District 34 - Absentee","22","1","2","0","2","93","18","0","7","0","0","0","1","0","6","1","0","1","2","3","1","0","3","0","2","4","6","0","211","209","69","0","11","14","20","0","21","4","20","5","13","0","160","2","3","0","0","120","32","63","1","16","1","21","0","0","7","2"
"District 34 - Early Voting","20","2","1","0","1","91","24","0","7","0","3","4","1","0","11","2","1","0","1","2","0","0","0","0","5","1","10","0","194","310","102","0","10","16","18","0","13","1","20","4","14","0","192","2","1","3","0","153","34","66","0","16","1","26","0","0","2","3"
"District 34  - Question","5","1","2","0","0","9","5","0","2","0","2","1","0","0","3","1","0","0","1","0","1","0","4","0","3","3","7","0","27","9","8","0","1","1","3","0","6","0","1","1","4","0","44","0","2","1","0","21","11","13","0","5","0","8","0","0","3","2"
"District 35 - Absentee","32","1","1","0","2","132","43","0","17","0","0","1","3","0","5","3","0","0","1","2","1","0","3","0","2","0","2","0","173","249","92","0","17","7","16","0","5","0","11","8","11","0","128","2","6","1","0","84","17","36","0","17","3","11","0","0","2","1"
"District 35 - Early Voting","29","0","4","0","1","153","45","0","13","0","1","6","3","0","5","2","1","0","3","6","2","0","1","0","6","0","6","0","190","391","155","0","27","8","24","1","4","2","18","14","19","0","148","4","4","4","0","93","27","32","0","24","7","22","0","1","3","1"
"District 35  - Question","1","0","2","0","2","12","3","0","4","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0","29","16","14","0","4","1","1","0","0","0","4","3","5","1","29","3","3","0","0","18","8","5","0","5","3","4","0","0","5","0"
"District 36 - Early Voting - 1","4","1","0","0","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","7","6","2","0","1","1","0","0","1","0","1","0","0","0","7","0","2","0","0","4","2","0","0","0","0","2","0","0","1","0"
"District 36 - Early Voting - 2","23","2","3","0","3","39","10","0","1","0","1","0","2","0","4","0","0","0","1","1","0","0","0","0","0","0","0","0","60","101","35","0","10","3","4","0","4","0","2","2","1","0","47","0","3","1","0","44","4","13","0","5","1","6","0","0","8","0"
"District 36 - Question - 1","1","0","1","0","1","3","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","7","4","2","0","1","0","2","0","1","0","2","2","0","0","12","0","2","0","0","6","1","2","0","1","1","2","0","0","1","0"
"District 36 - Question - 2","6","1","0","0","0","8","5","0","5","0","0","2","0","0","3","0","0","0","0","0","0","0","1","0","0","2","0","0","25","9","11","1","2","1","10","0","4","0","4","3","5","0","44","0","1","1","0","17","4","7","0","1","0","4","0","0","7","3"
"District 37 - Early Voting - 1 ","0","0","1","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","16","4","12","0","2","1","1","0","1","0","0","0","1","0","10","0","1","0","0","7","0","3","0","0","0","1","0","1","5","1"
"District 37  - Question - 1","1","0","0","0","1","2","1","0","1","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","11","10","7","0","1","1","3","0","0","0","1","1","4","0","11","0","0","0","0","3","3","5","0","2","1","1","0","0","4","1"
"District 37  - Question - 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"District 38 - Absentee","5","0","1","0","0","12","5","0","6","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","82","52","54","0","6","4","26","0","15","0","3","2","13","0","19","0","1","1","0","13","3","7","0","3","4","5","0","0","8","1"
"District 38 - Early Voting","1","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","15","5","8","0","1","1","4","0","3","0","1","4","2","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0"
"District 38  - Question","5","0","0","0","1","0","5","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0","2","0","42","7","15","0","3","1","17","0","8","1","0","7","8","0","8","0","1","0","0","7","4","5","0","4","2","4","0","0","6","3"
"District 39 - Early Voting - 1","3","0","1","0","0","10","3","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","37","30","29","0","10","3","10","0","4","0","6","6","5","0","17","0","0","0","0","6","6","9","0","5","0","1","0","0","0","1"
"District 39 - Early Voting - 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7","1","2","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"District 39  - Question - 1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","15","2","10","0","1","0","5","0","1","0","0","3","0","0","6","1","1","0","0","0","0","1","0","1","1","3","0","0","1","2"
"District 39  - Question - 2","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","2","1","1","0","0","0","1","1","0","1","5","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0"
"District 4 - Absentee","82","4","4","0","6","194","35","0","10","0","1","7","2","0","9","0","0","0","0","1","0","0","2","0","2","0","1","0","233","360","122","0","19","9","18","0","10","1","4","4","5","0","95","2","5","2","0","50","13","17","0","12","1","12","0","0","37","3"
"District 4 - Early Voting","115","8","5","0","13","271","59","0","14","0","2","3","2","0","11","0","0","0","1","4","2","0","1","0","7","6","4","0","369","632","217","0","27","12","43","0","10","0","22","15","16","1","161","3","9","1","0","90","25","49","0","29","4","34","0","1","64","4"
"District 4  - Question","15","0","5","0","2","17","7","0","3","1","0","4","1","0","2","0","1","0","0","0","0","0","0","0","1","1","2","0","60","35","29","0","8","0","18","0","4","0","2","3","9","0","20","1","3","1","0","6","7","7","1","6","2","4","0","0","10","5"
"District 40 - Absentee","11","1","0","0","1","19","5","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","53","32","29","1","1","1","13","0","1","0","2","3","4","0","21","0","0","2","0","5","4","7","0","1","0","1","0","1","9","3"
"District 40 - Early Voting","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","2","0","0","0","3","0","0","0","0","2","2","0","4","0","0","0","0","4","2","2","0","0","0","3","0","0","1","0"
"District 40  - Question","3","0","0","0","2","2","2","0","2","0","0","2","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","21","11","9","0","1","0","4","0","0","0","2","0","6","0","13","0","2","0","0","6","2","7","0","0","2","0","0","0","6","0"
"District 5 - Absentee","47","2","6","1","4","122","29","0","7","0","0","1","1","0","20","4","3","0","1","10","0","0","4","0","13","4","8","0","343","366","174","0","16","20","28","0","13","1","29","6","25","0","260","5","9","3","0","122","35","70","0","32","1","39","0","1","28","4"
"District 5 - Early Voting","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","9","8","6","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","2","0","1","0","2","0","0","0","0","1","0"
"District 5  - Question","4","0","3","0","3","2","8","0","2","0","0","0","0","0","3","0","0","0","1","2","0","0","1","1","1","2","1","0","21","13","15","0","1","1","5","0","1","0","4","0","2","0","28","1","2","0","0","9","2","8","0","7","0","7","0","0","5","0"
"District 6 - Absentee","49","1","3","0","2","176","43","0","8","1","1","3","2","0","15","0","1","0","1","0","1","0","5","0","15","8","13","0","291","381","123","0","19","12","16","0","15","3","13","4","15","0","362","2","3","1","0","207","32","78","0","37","2","28","0","1","12","2"
"District 6 - Early Voting","25","4","4","1","2","133","37","0","5","1","5","1","1","0","10","1","0","0","1","3","0","0","5","0","6","3","4","0","337","437","141","0","12","11","22","0","19","0","10","4","9","0","289","0","1","1","0","176","32","68","0","21","5","15","0","0","13","1"
"District 6  - Question","11","0","2","0","1","10","2","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","4","0","1","0","1","0","27","8","5","0","2","0","0","0","4","0","1","2","1","1","37","0","0","1","0","36","3","12","0","4","1","4","0","0","2","0"
"District 7 - Absentee","29","0","2","0","2","96","18","0","7","1","0","0","0","0","15","1","0","0","3","4","4","0","5","0","8","4","8","0","245","199","107","0","15","10","14","0","9","2","18","14","18","0","498","2","10","2","0","223","53","74","1","64","9","25","2","2","10","4"
"District 7 - Early Voting","6","0","0","0","1","26","6","0","2","0","0","1","1","0","5","0","0","0","0","2","0","0","2","0","2","2","0","0","122","99","46","0","10","1","13","0","6","0","13","9","9","0","258","2","4","4","0","120","20","32","0","25","6","14","0","0","0","1"
"District 7  - Question","3","0","0","0","2","8","2","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","10","5","10","0","2","0","1","0","1","1","2","4","3","0","42","1","0","0","0","8","3","7","0","1","2","1","0","1","0","0"
"District 8 - Absentee","37","1","4","0","10","78","24","1","8","1","2","1","0","0","19","0","0","0","5","4","1","0","2","0","8","1","6","0","190","227","115","0","18","3","16","0","7","0","17","7","20","0","529","8","17","4","0","269","56","139","2","35","7","33","1","3","22","8"
"District 8 - Early Voting","20","2","2","0","3","24","5","0","2","0","1","0","1","0","14","0","0","0","0","1","0","0","1","0","2","1","2","0","94","66","42","0","2","1","8","0","5","0","8","0","3","0","274","1","8","1","0","174","27","43","1","20","3","27","0","1","12","0"
"District 8  - Question","2","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","1","1","2","0","4","3","1","0","0","1","4","0","0","0","0","0","0","0","29","1","2","0","0","18","8","4","1","4","1","1","0","0","1","1"
"District 9 - Absentee","38","2","1","0","1","219","59","0","5","0","2","1","1","0","16","2","0","0","3","4","5","0","2","0","4","4","8","0","372","633","277","0","24","22","41","0","22","0","30","8","28","0","315","8","0","2","0","114","27","88","0","81","4","69","0","1","27","1"
"District 9 - Early Voting","15","1","1","0","1","89","22","1","2","0","0","0","0","0","14","2","2","0","0","4","2","0","2","0","3","0","5","0","193","326","143","1","10","13","14","0","10","1","23","8","24","0","201","7","1","1","0","117","20","64","0","48","2","36","0","0","13","3"
"District 9  - Question","8","1","0","0","1","14","3","1","3","0","0","1","0","0","3","1","0","0","0","0","1","0","0","0","0","0","3","0","23","20","13","0","2","1","2","0","6","0","8","2","5","0","34","0","1","0","0","13","4","7","0","4","1","7","0","0","2","0"
"HD99 Fed Overseas Absentee","17","0","0","0","1","28","5","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","13","17","9","0","0","0","0","0","0","0","0","1","0","0","3","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0"
"House District 30 - Judicial District 3","22","2","2","0","2","68","19","0","7","0","3","3","0","0","20","1","2","0","0","4","2","0","0","0","4","6","4","0","228","228","70","0","4","9","18","0","23","2","23","2","20","0","363","0","8","0","0","214","35","92","1","48","3","41","0","1","9","1"
"House District 30 - Judicial District 4","8","1","0","0","0","31","7","0","3","0","1","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","1","0","32","75","23","0","2","0","1","0","3","0","4","0","1","0","47","0","3","0","0","25","5","16","1","4","0","0","0","2","1","0"
"House District 36 - Judicial District 3","7","1","1","0","2","26","5","0","2","0","0","2","0","0","6","0","0","0","2","3","0","0","0","0","1","0","1","0","49","65","21","0","0","6","6","0","1","0","2","1","8","0","103","3","1","0","0","69","10","25","0","12","1","5","0","3","9","1"
"House District 36 - Judicial District 4","31","6","2","0","4","66","8","0","8","1","1","2","1","0","19","0","1","0","1","3","1","0","3","0","15","1","3","0","155","130","82","1","7","2","16","0","2","0","10","5","10","0","266","4","9","1","0","139","35","61","1","19","2","21","1","0","15","4"
"House District 37 - Judicial District 3","22","0","3","0","1","22","8","0","1","0","0","2","2","0","11","0","1","0","3","0","2","0","2","0","6","4","3","0","178","83","87","1","14","7","27","0","6","2","4","4","16","0","101","2","5","1","0","32","7","23","0","6","2","14","0","0","12","7"
"House District 37 - Judicial District 4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","9","3","1","0","1","0","0","0","2","0","0","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"House District 39 - Judicial District 2","3","0","0","0","0","16","2","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","46","27","15","0","4","2","7","0","2","0","1","1","2","0","12","0","0","1","0","6","5","7","0","2","0","5","1","0","1","1"
"House District 39 - Judicial District 4","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","13","4","7","0","3","0","3","0","1","0","0","1","3","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"Total","5749","373","779","4","687","13512","4483","11","1474","30","222","511","394","3","2806","179","312","4","405","549","334","4","754","18","1279","648","1278","5","36397","34549","19989","32","2952","1874","5526","14","2860","114","3462","2218","4104","27","50057","702","1675","425","4","26238","6107","12683","44","6769","1036","6231","13","112","3273","503"
